1609133665.7286003,-0.032,1.0071,0.125,23.0
1609133665.733624,-0.02,0.9998,0.1296,0.0
1609133665.7376127,-0.0237,1.0129,0.1216,0.0
1609133665.74256,-0.0303,0.9976,0.1265,50.0
1609133665.7455504,-0.0149,1.011,0.1277,0.0
1609133665.7495399,-0.0332,0.9939,0.123,0.0
1609133665.7515366,-0.031,1.0105,0.1177,0.0
1609133665.7535315,-0.0352,0.9988,0.124,0.0
1609133665.7555447,-0.0332,1.0015,0.1289,50.0
1609133665.757542,-0.0293,1.0127,0.1218,0.0
1609133665.7595143,-0.0276,1.0005,0.124,0.0
1609133665.7605453,-0.0225,1.0112,0.1238,0.0
1609133665.7615387,-0.0322,0.9993,0.1157,0.0
1609133665.763503,-0.0166,1.009,0.1169,0.0
1609133665.7645292,-0.0291,0.9907,0.1221,0.0
1609133665.7655265,-0.033,1.0002,0.127,0.0
1609133665.7675214,-0.0229,1.0103,0.1196,0.0
1609133665.7685187,-0.0425,0.9863,0.1255,0.0
1609133665.7695155,-0.0278,1.0127,0.1162,50.0
1609133665.7705097,-0.0293,0.9978,0.1248,0.0
1609133665.7715094,-0.0251,0.9995,0.1201,0.0
1609133665.7765157,-0.0229,1.0037,0.1304,0.0
1609133665.780929,-0.0337,0.9998,0.1323,0.0
1609133665.7859268,-0.0225,1.0029,0.1304,40.0
1609133665.7909245,-0.0303,0.9941,0.1167,0.0
1609133665.794937,-0.0178,1.0105,0.1252,0.0
1609133665.7999375,-0.0315,0.9922,0.1262,0.0
1609133665.804935,-0.0391,1.0042,0.1221,0.0
1609133665.8098524,-0.0222,0.9985,0.1367,0.0
1609133665.815234,-0.0315,1.0012,0.1167,0.0
1609133665.8199265,-0.0186,1.0083,0.1313,0.0
1609133665.8249314,-0.0278,1.0029,0.1187,0.0
1609133665.828922,-0.0337,0.9958,0.1199,0.0
1609133665.8340394,-0.0247,1.0027,0.1338,0.0
1609133665.8391287,-0.0354,1.0059,0.1199,0.0
1609133665.8440883,-0.0222,1.0103,0.1287,0.0
1609133665.8489792,-0.033,1.0063,0.1162,25.0
1609133665.8540776,-0.0322,1.001,0.1274,0.0
1609133665.857921,-0.033,1.0066,0.1226,0.0
1609133665.863039,-0.0295,0.9995,0.1189,0.0
1609133665.8680234,-0.0232,0.9998,0.1331,0.0
1609133665.8730857,-0.0337,1.0054,0.1228,0.0
1609133665.8780847,-0.0188,1.0076,0.125,0.0
1609133665.8830822,-0.0337,1.0068,0.1326,25.0
1609133665.8880527,-0.0286,0.9946,0.125,0.0
1609133665.8920386,-0.0261,0.9978,0.1216,0.0
1609133665.8970647,-0.0305,0.9966,0.1226,0.0
1609133665.9020865,-0.0256,1.0039,0.1255,0.0
1609133665.907036,-0.0334,1.0081,0.1189,0.0
1609133665.912534,-0.0325,1.0054,0.1201,0.0
1609133665.9165251,-0.0305,1.0051,0.1235,0.0
1609133665.9225368,-0.0325,0.9939,0.1316,0.0
1609133665.9260423,-0.019,1.0083,0.1245,0.0
1609133665.931077,-0.0339,0.9971,0.1204,0.0
1609133665.9364812,-0.0183,1.0071,0.125,0.0
1609133665.9410625,-0.0352,0.9963,0.1199,0.0
1609133665.945966,-0.0378,0.998,0.116,0.0
1609133665.951088,-0.0356,1.0115,0.1245,0.0
1609133665.9550924,-0.0313,0.9978,0.1177,0.0
1609133665.9599996,-0.0303,1.011,0.1125,0.0
1609133665.96509,-0.0205,0.9927,0.1238,0.0
1609133665.9703097,-0.0188,1.0081,0.1245,0.0
1609133665.9750857,-0.0366,0.9988,0.1238,0.0
1609133665.980112,-0.0293,1.0007,0.1262,0.0
1609133665.984672,-0.0237,1.0151,0.126,0.0
1609133665.9890392,-0.0334,0.9844,0.115,0.0
1609133665.9945223,-0.0244,1.0093,0.1184,0.0
1609133665.9990387,-0.0315,0.9949,0.1238,0.0
1609133666.0042942,-0.0291,1.01,0.1233,50.0
1609133666.0090077,-0.0315,0.9971,0.1367,0.0
1609133666.0152898,-0.033,1.0022,0.1118,0.0
1609133666.0202768,-0.0166,1.01,0.1301,100.0
1609133666.0252638,-0.0317,1.0054,0.1196,0.0
1609133666.0302498,-0.0208,0.9998,0.1262,0.0
1609133666.0342395,-0.033,0.9954,0.1277,0.0
1609133666.0402236,-0.0413,1.0029,0.1216,100.0
1609133666.0442128,-0.031,1.0022,0.1147,0.0
1609133666.049199,-0.0334,1.0105,0.1213,0.0
1609133666.0541856,-0.0188,1.0071,0.1252,25.0
1609133666.0601697,-0.0325,1.0039,0.1174,0.0
1609133666.0641603,-0.0378,1.0,0.1248,0.0
1609133666.0681489,-0.0249,1.0046,0.1299,75.0
1609133666.0741324,-0.0378,1.0044,0.1228,0.0
1609133666.0791197,-0.0261,1.0081,0.1194,0.0
1609133666.0841057,-0.031,1.0071,0.1084,80.0
1609133666.0879517,-0.0295,0.9978,0.1262,0.0
1609133666.0929465,-0.0325,1.0173,0.1162,0.0
1609133666.097942,-0.0369,1.001,0.1221,0.0
1609133666.1029398,-0.022,1.0081,0.1309,0.0
1609133666.1074028,-0.0278,0.999,0.1282,0.0
1609133666.1128128,-0.0176,1.0029,0.1245,0.0
1609133666.1170797,-0.0269,1.0029,0.1372,0.0
1609133666.1220472,-0.0356,0.9993,0.126,0.0
1609133666.1269448,-0.0232,1.0073,0.1287,0.0
1609133666.132069,-0.0376,0.9978,0.1299,0.0
1609133666.1362257,-0.0208,1.0088,0.1257,0.0
1609133666.141093,-0.032,1.0039,0.1221,0.0
1609133666.1461015,-0.0337,1.0027,0.1257,0.0
1609133666.1510818,-0.0254,0.9993,0.1172,0.0
1609133666.1558576,-0.0371,0.9949,0.1233,0.0
1609133666.1610532,-0.0288,1.0195,0.1233,0.0
1609133666.1660757,-0.0269,0.9897,0.123,0.0
1609133666.1700912,-0.0247,1.0051,0.1279,0.0
1609133666.175013,-0.0254,1.0015,0.1311,0.0
1609133666.180059,-0.0281,0.9983,0.1257,0.0
1609133666.185031,-0.0327,1.0015,0.1196,0.0
1609133666.1900787,-0.033,0.9927,0.1199,0.0
1609133666.194836,-0.0261,1.0095,0.1106,0.0
1609133666.198976,-0.0366,0.9888,0.124,0.0
1609133666.20417,-0.0266,1.0105,0.1248,0.0
1609133666.2092345,-0.0247,1.0046,0.1445,0.0
1609133666.214223,-0.0293,1.0002,0.123,0.0
1609133666.219058,-0.0205,1.0037,0.1277,0.0
1609133666.2240622,-0.0283,1.0049,0.1238,0.0
1609133666.2291443,-0.0278,1.0022,0.1177,0.0
1609133666.2340496,-0.0295,1.0032,0.1206,0.0
1609133666.2390487,-0.0347,1.0029,0.1194,0.0
1609133666.2440383,-0.0286,0.9961,0.1238,0.0
1609133666.248064,-0.0374,1.0073,0.1277,0.0
1609133666.2530327,-0.0166,1.0063,0.1216,0.0
1609133666.2580063,-0.0298,1.0081,0.1284,25.0
1609133666.2631557,-0.0249,0.998,0.1289,0.0
1609133666.2683597,-0.0217,1.0022,0.1279,0.0
1609133666.273021,-0.0276,1.0098,0.1218,33.3
1609133666.2770357,-0.0225,1.001,0.1306,0.0
1609133666.2820609,-0.0364,1.0117,0.1108,0.0
1609133666.2869983,-0.0298,1.002,0.1274,0.0
1609133666.2920108,-0.0317,1.0093,0.1221,0.0
1609133666.297343,-0.0325,0.9939,0.1191,0.0
1609133666.3017979,-0.0261,1.0095,0.1287,33.3
1609133666.3070638,-0.0288,0.998,0.1152,0.0
1609133666.311044,-0.0186,1.0117,0.1279,0.0
1609133666.3160374,-0.0227,1.0156,0.1177,0.0
1609133666.3210316,-0.0278,0.9998,0.1138,33.3
1609133666.3260293,-0.0166,1.0176,0.1204,0.0
1609133666.3310273,-0.0378,0.9951,0.1304,0.0
1609133666.3360198,-0.0239,1.0071,0.124,0.0
1609133666.341008,-0.0361,0.9968,0.125,0.0
1609133666.345637,-0.0366,1.0061,0.1194,0.0
1609133666.3501801,-0.0271,0.999,0.1196,0.0
1609133666.355166,-0.0332,0.9971,0.1221,0.0
1609133666.3600624,-0.0251,1.0073,0.123,0.0
1609133666.3650532,-0.0293,0.9883,0.1331,25.0
1609133666.3700926,-0.0237,1.0129,0.1274,0.0
1609133666.3747537,-0.0269,0.9978,0.1257,0.0
